"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Zn","Ni","NH3N","HW17logic"
"53","2","0","0","1","0","0","0","0","0","0","1","0",33.74552382,8.572075742,0.007318309,1257,10.34050137,0.162974748,0.185313939,0.033484054,0.012006973,0.028843018,0.301569729,"0"
"54","5","0","0","0","0","0","0","0","0","0","1","0",64.79507004,7.443790067,0.00099359,170.66,1.403906097,0.022126707,0.025159647,0.004546053,0.001630159,0.00391595,0.040943429,"1"
"55","5","0","0","0","0","0","0","0","0","0","1","0",7689.602207,7.443790067,0.11791501,20253.2,166.6095802,2.625903076,2.985839515,0.539506161,0.193460323,0.464728245,4.858991284,"1"
"56","5","0","0","0","0","0","0","0","0","0","1","0",217.996,7.443790067,0.003756359,645.196,5.307597551,0.083652073,0.095118387,0.017186776,0.006162968,0.014804614,0.15479044,"1"
"57","5","0","0","0","0","0","0","0","0","0","1","0",9090.650371,7.443790067,0.139399165,23943.34,196.965903,3.104343518,3.529860501,0.637804368,0.22870886,0.549401891,5.744301166,"1"
"58","5","0","0","0","0","0","0","0","0","0","1","0",290.0158386,7.443790067,0.004447203,763.856,6.283734299,0.099036785,0.112611905,0.02034765,0.007296419,0.017527376,0.183258431,"1"
"59","5","0","0","0","0","0","0","0","0","0","1","0",5665.639008,7.443790067,0.086878861,14922.4,122.7566409,1.934744932,2.199943297,0.397503937,0.142540059,0.342408151,3.580066929,"1"
"60","5","0","0","0","0","0","0","0","0","0","1","0",6412.604747,7.443790067,0.098333091,16889.79,138.9410474,2.189824398,2.489986885,0.449911409,0.161332739,0.387551719,4.05206794,"1"
"61","5","0","0","0","0","0","0","0","0","0","1","0",4235.929296,7.443790067,0.064955199,11156.77,91.77931222,1.446516928,1.644793155,0.297194821,0.106570435,0.256002318,2.67664607,"1"
"62","5","0","0","0","0","0","0","0","0","0","1","0",6327.838853,7.443790067,0.097033261,16666.53,137.1044362,2.160877905,2.457072653,0.443964194,0.15920014,0.382428813,3.998505125,"1"
"63","5","0","0","0","0","0","0","0","0","0","1","0",1680.913054,7.443790067,0.0257757,4427.26,36.42011782,0.574010806,0.65269132,0.117933662,0.042289572,0.10158754,1.062154018,"1"
"64","5","0","0","0","0","0","0","0","0","0","1","0",4550.591256,7.443790067,0.069780334,11985.54,98.59705074,1.553970056,1.766975043,0.319271654,0.114486918,0.275019205,2.875478166,"1"
"65","5","0","0","0","0","0","0","0","0","0","1","0",276.969,7.443790067,0.003825944,657.148,5.405918691,0.085201694,0.096880417,0.017505154,0.006277135,0.015078863,0.157657872,"1"
"66","5","0","0","0","0","0","0","0","0","0","1","0",5071.719636,7.443790067,0.077771496,13358.11,109.8882695,1.731928887,1.969326955,0.35583427,0.127597825,0.306514083,3.204774557,"1"
"67","5","0","0","0","0","0","0","0","0","0","1","0",7344.498029,7.443790067,0.112623063,19344.25,159.1322543,2.508054311,2.851837045,0.515293487,0.184777954,0.443871554,4.640923022,"1"
"68","5","0","0","0","0","0","0","0","0","0","1","0",296.5116716,7.443790067,0.004546812,780.965,6.424478641,0.101255031,0.115134209,0.0208034,0.007459845,0.017919958,0.18736309,"1"
"69","2","1","0","1","0","0","0","0","0","0","0","0",853.38,7,0.088993718,15285.65,125.7448566,1.981841652,6.41,0.407180216,0.146009855,0.350743255,3.667215063,"1"
"70","2","1","0","1","0","0","0","0","0","0","0","0",1346.25,7.341333333,0.12988222,22308.7,183.518809,2.892406333,4.79,0.594260714,0.213094637,0.511893577,5.352130965,"1"
"71","2","1","0","1","0","0","0","0","0","0","0","0",82.56,7.115333333,0.037978063,6523.15,53.6616082,0.845750778,1.621112472,0.173764127,0.062309695,0.149679658,1.564983755,"1"
"72","2","1","0","1","0","0","0","0","0","0","0","0",386.81,7.314,0.13696328,23524.95,193.5240873,3.050097691,3.82,0.626659266,0.224712363,0.539801549,5.643924269,"1"
"73","2","1","0","1","0","0","0","0","0","0","0","0",2311.29,7.392258065,0.147671823,25364.26,208.654865,3.288571107,5.39,0.675654935,0.242281611,0.582006203,6.085197315,"1"
"74","2","1","0","1","0","0","0","0","0","0","0","0",77.38,6.851935484,0.031927096,5483.83,45.11181514,0.710999055,1.362823975,0.146078648,0.05238202,0.125831508,1.31563813,"1"
"75","2","1","0","1","0","0","0","0","0","0","0","0",934.64,7.485483871,0.138489762,23787.14,195.6809497,3.084091604,7.38,0.633643502,0.227216824,0.545817739,5.706826868,"1"
"76","2","1","0","1","0","0","0","0","0","0","0","0",64.76,7.336451613,0.03107603,5337.65,43.90928969,0.692046272,1.326495786,0.142184695,0.050985696,0.122477274,1.280567754,"1"
"77","2","1","0","1","0","0","0","0","0","0","0","0",1562.15,7.234666667,0.129355034,22218.15,182.7739145,2.880666187,6.16,0.591848636,0.212229696,0.509815825,5.330406908,"1"
"78","2","1","0","1","0","0","0","0","0","0","0","0",67.07,7.438333333,0.02644017,4541.39,37.35898927,0.588808187,1.128611786,0.120973865,0.043379751,0.104206358,1.089535206,"1"
"79","2","1","0","1","0","0","0","0","0","0","0","0",1930.83,7.27483871,0.112264542,19282.67,158.6256766,2.500070234,4.87,0.513653114,0.184189736,0.442458544,4.626149224,"1"
"80","2","1","0","1","0","0","0","0","0","0","0","0",95.07,7.717419355,0.02284337,3923.6,32.27684262,0.508709404,0.975080582,0.104517132,0.037478568,0.0900306,0.941319801,"1"
"81","2","1","0","1","0","0","0","0","0","0","0","0",3667.73,7.586666667,0.144929058,24893.16,204.7794392,3.227491231,15.43,0.66310574,0.237781623,0.571196382,5.972174643,"1"
"82","2","1","0","1","0","0","0","0","0","0","0","0",183.02,7.218333333,0.029748371,5109.61,42.03335657,0.662480033,1.269824011,0.136110149,0.048807438,0.117244687,1.225858158,"1"
"83","2","1","0","1","0","0","0","0","0","0","0","0",361.74,7.348387097,0.14846071,25499.76,209.7695332,3.306139188,4.69,0.679264394,0.243575919,0.585115375,6.117705428,"1"
"84","2","1","0","1","0","0","0","0","0","0","0","0",6.98,7.083793103,0.012056229,2070.79,17.03500941,0.268485663,0.514626139,0.055161849,0.019780366,0.047516175,0.49680794,"1"
"85","2","1","0","1","0","0","0","0","0","0","0","0",3468.67,7.122054032,0.109757861,18852.12,155.0838287,2.444247817,2.95,0.502184093,0.180077085,0.43257918,4.522854994,"1"
"86","2","1","0","1","0","0","0","0","0","0","0","0",133.39,7.134109387,0.024749565,4251.01,34.97022651,0.551159334,1.056447473,0.113238702,0.040606016,0.097543322,1.019869479,"1"
"87","2","1","0","1","0","0","0","0","0","0","0","0",1199.42,7.181333333,0.097401098,16729.71,137.6241759,2.169069428,4.09,0.445647187,0.159803641,0.383878536,4.013662783,"1"
"88","2","1","0","1","0","0","0","0","0","0","0","0",89.45,7.512666667,0.03210333,5514.1,45.36082625,0.714923674,1.370346579,0.146884982,0.052671161,0.126526081,1.322900274,"1"
"89","2","1","0","1","0","0","0","0","0","0","0","0",2549.98,7.405806452,0.147618668,25355.13,208.5797585,3.287387368,11.87,0.675411729,0.242194401,0.581796707,6.083006916,"1"
"90","2","1","0","1","0","0","0","0","0","0","0","0",88.28,7.631612903,0.038631063,6635.31,54.58427378,0.860292741,1.648986119,0.176751853,0.063381057,0.152253272,1.591892316,"1"
"91","2","1","0","1","0","0","0","0","0","0","0","0",1793.09,7.408774194,0.143237522,24602.62,202.3893602,3.189821634,8.91,0.655366315,0.23500636,0.564529675,5.90247053,"1"
"92","2","1","0","1","0","0","0","0","0","0","0","0",315.79,7.240526871,0.038408312,6597.05,54.26953426,0.855332189,1.639477865,0.17573268,0.063015594,0.151375361,1.582713272,"1"
"93","2","1","0","1","0","0","0","0","0","0","0","0",7.98,7.191481481,0.003706255,636.59,5.236801724,0.082536273,0.15820332,0.016957529,0.006080763,0.014607141,0.152725755,"1"
"94","2","1","0","1","0","0","0","0","0","0","0","0",588.75,7.434444444,0.116055391,19933.79,163.982007,2.584490375,7.87,0.530997695,0.190409291,0.45739909,4.782360904,"1"
"95","2","1","0","1","0","0","0","0","0","0","0","0",2114.41,7.354333333,0.122346283,21014.32,172.8708073,2.724585128,4.34,0.559780929,0.200730607,0.482192841,5.041593315,"1"
"96","2","1","0","1","0","0","0","0","0","0","0","0",17.82080964,7.325225807,0.00339495,583.12,4.796939665,0.075603687,0.144915126,0.015533191,0.005570013,0.013380223,0.139897646,"1"
"97","2","1","0","1","0","0","0","0","0","0","0","0",265.49,7.235862069,0.105008646,18036.39,148.3733616,2.338485374,3.95,0.480454621,0.172285162,0.413861507,4.327151354,"1"
"98","2","1","0","1","0","0","0","0","0","0","0","0",4.51,6.958275862,0.002817985,484.02,3.981710002,0.062755002,0.12028711,0.012893359,0.004623401,0.011106283,0.116122339,"1"
"99","2","1","0","1","0","0","0","0","0","0","0","0",205.4,7.801612903,0.040204878,6905.63,56.80801629,0.895340739,1.716165184,0.183952656,0.065963177,0.158456012,1.656745402,"1"
"100","5","0","0","0","0","0","0","0","0","0","1","0",224.2668213,7.970333333,0.007583736,1302.59,10.71553992,0.168885662,0.192035071,0.034698484,0.012442453,0.029889122,0.31250733,"1"
"101","5","0","0","0","0","0","0","0","0","0","1","0",476.9377201,7.791483871,0.016127974,2770.157,22.78823568,0.359161208,0.408391969,0.073791636,0.02646078,0.063563792,0.664594667,"1"
"102","5","0","0","0","0","0","0","0","0","0","1","0",503.855,7.123870968,0.015100477,2593.673,21.33641942,0.336279398,0.382373715,0.069090443,0.024774989,0.059514205,0.62225399,"1"
"103","5","0","0","0","0","0","0","0","0","0","1","0",272.3821169,8.003870968,0.009210787,1582.054,13.01450402,0.205119214,0.23323521,0.042142865,0.015111917,0.03630168,0.379554174,"1"
"104","5","0","0","0","0","0","0","0","0","0","1","0",635.9996591,7.791483871,0.021506762,3694.023,30.38826563,0.478943888,0.544593439,0.098401643,0.035285628,0.084762745,0.886241461,"1"
"105","5","0","0","0","0","0","0","0","0","0","1","0",141,7.615217391,0.010956364,1881.876,15.48093982,0.243992257,0.277436638,0.050129545,0.017975843,0.04318137,0.451485152,"1"
"106","5","0","0","0","0","0","0","0","0","0","1","0",306.6685521,7.791483871,0.010370206,1781.197,14.65272078,0.230938848,0.26259398,0.04744765,0.017014148,0.040871198,0.427331024,"1"
"107","5","0","0","0","0","0","0","0","0","0","1","0",397.6985786,7.800967742,0.013448449,2309.919,19.00216435,0.299489632,0.340541121,0.061531784,0.022064547,0.05300321,0.554177922,"1"
"108","5","0","0","0","0","0","0","0","0","0","1","0",963.2633497,7.791483871,0.032573407,5594.841,46.02502866,0.725392046,0.824822613,0.149035767,0.053442406,0.128378757,1.342271031,"1"
"109","5","0","0","0","0","0","0","0","0","0","1","0",949.7046238,7.791483871,0.03211491,5516.089,45.37718843,0.715181555,0.813212554,0.146937965,0.052690161,0.12657172,1.32337746,"1"
"110","5","0","0","0","0","0","0","0","0","0","1","0",635.919,7.807741935,0.021767898,3738.876,30.75724137,0.484759247,0.551205918,0.099596441,0.035714068,0.085791938,0.897002246,"1"
"111","5","0","0","0","0","0","0","0","0","0","1","0",306.4,7.5716,0.012922573,2219.594,18.25912076,0.287778658,0.327224906,0.0591257,0.021201754,0.05093062,0.532507846,"1"
"112","5","0","0","0","0","0","0","0","0","0","1","0",409.257,7.560384615,0.013673558,2348.584,19.32023554,0.304502693,0.34624133,0.062561745,0.022433878,0.053890413,0.56345413,"1"
"113","5","0","0","0","0","0","0","0","0","0","1","0",867.9826199,7.791483871,0.029351424,5041.43,41.47248514,0.653640242,0.743235682,0.134293966,0.048156177,0.115680234,1.20950094,"1"
"114","5","0","0","0","0","0","0","0","0","0","1","0",595.1867786,7.782,0.020126647,3456.973,28.43821324,0.44820947,0.509646208,0.092087089,0.033021306,0.079323415,0.829370256,"1"
"115","5","0","0","0","0","0","0","0","0","0","1","0",574.544,7.643870968,0.022120691,3799.472,31.25572428,0.492615745,0.560139318,0.101210601,0.036292886,0.087182369,0.911539971,"1"
"116","5","0","0","0","0","0","0","0","0","0","1","0",530.526,7.809666667,0.015787175,2711.621,22.30669902,0.351571797,0.399762266,0.07223235,0.025901639,0.06222063,0.650551163,"1"
"117","5","0","0","0","0","0","0","0","0","0","1","0",1139.494073,7.791483871,0.038532769,6618.427,54.44538859,0.858103797,0.97572536,0.176302122,0.063219789,0.151865876,1.587841877,"1"
"118","5","0","0","0","0","0","0","0","0","0","1","0",921.4052256,7.791483871,0.031157946,5351.72,44.0250342,0.6938705,0.788980361,0.142559492,0.051120094,0.122800123,1.283943319,"1"
"119","5","0","0","0","0","0","0","0","0","0","1","0",737.177,8.026774194,0.02074542,3563.254,29.3125162,0.461989199,0.525314745,0.09491821,0.034036511,0.08176213,0.854868373,"1"
"120","3","1","0","1","0","0","0","0","0","0","1","0",49.11763812,7.443790067,0.010652021,1829.6018,15.05091481,0.237214711,0.269730085,0.048737061,0.017476515,0.041981891,0.43894393,"1"
"121","3","1","0","1","0","0","0","0","0","0","1","0",32.60970103,7.443790067,0.007071985,1214.6913,9.992455888,0.157489267,0.179076555,0.032357032,0.011602837,0.027872206,0.291419353,"1"
"122","3","1","0","1","0","0","0","0","0","0","1","0",46.05006531,7.443790067,0.009986764,1715.3366,14.11093115,0.222399801,0.252884473,0.045693257,0.016385044,0.039359971,0.411530306,"1"
"123","3","1","0","1","0","0","0","0","0","0","1","0",41.77732896,7.443790067,0.009060146,1556.1798,12.80165422,0.201764527,0.229420691,0.041453627,0.014864764,0.035707972,0.373346636,"1"
"124","3","1","0","1","0","0","0","0","0","0","1","0",44.28823218,7.443790067,0.00960468,1649.7094,13.57105991,0.213890989,0.243209345,0.043945075,0.015758167,0.037854095,0.395785535,"1"
"125","3","1","0","1","0","0","0","0","0","0","1","0",47.0474348,7.443790067,0.010203061,1752.488,14.41655097,0.227216619,0.258361539,0.046682898,0.016739917,0.040212444,0.420443383,"1"
"126","3","1","0","1","0","0","0","0","0","0","1","0",46.64118111,7.443790067,0.010114958,1737.3553,14.29206433,0.225254608,0.256130592,0.046279792,0.016595369,0.03986521,0.416812862,"1"
"127","3","1","0","1","0","0","0","0","0","0","1","0",41.78985803,7.443790067,0.009062864,1556.6465,12.80549345,0.201825037,0.229489495,0.041466059,0.014869222,0.035718681,0.373458603,"1"
"128","3","1","0","1","0","0","0","0","0","0","1","0",53.70130041,7.443790067,0.011646069,2000.3404,16.4554675,0.259351609,0.29490132,0.053285208,0.019107425,0.045899645,0.479906216,"1"
"129","3","1","0","1","0","0","0","0","0","0","1","0",51.50628429,7.443790067,0.011170041,1918.5774,15.78285778,0.248750731,0.282847363,0.051107199,0.018326418,0.044023518,0.460290268,"1"
"130","3","1","0","1","0","0","0","0","0","0","1","0",49.98099735,7.443790067,0.010839256,1861.7614,15.31547041,0.241384324,0.274471232,0.049593731,0.017783706,0.042719822,0.446659413,"1"
"131","3","1","0","1","0","0","0","0","0","0","1","0",47.97979382,7.443790067,0.01040526,1787.2178,14.70224989,0.231719467,0.263481599,0.047608033,0.017071659,0.041009351,0.428775488,"1"
"132","3","1","1","1","0","0","0","0","0","0","0","0",2.203848482,7.443790067,0.000477943,82.092,0.67531618,0.010643535,0.01210246,0.002186772,0.00078415,0.001883676,0.019694878,"0"
"133","3","1","1","1","0","0","0","0","0","0","0","0",1.242275552,7.443790067,0.000269409,46.274,0.380665362,0.005999597,0.006821971,0.00123265,0.000442013,0.001061799,0.011101701,"0"
"134","3","1","1","1","0","0","0","0","0","0","0","0",3.187542582,7.443790067,0.000691275,118.734,0.976745497,0.015394307,0.017504427,0.003162845,0.001134157,0.002724461,0.028485744,"0"
"135","3","0","0","1","0","0","0","0","0","0","0","0",91.37514683,7.139032258,0.019816303,3403.668,27.99970852,0.441298277,0.501787688,0.090667147,0.032512132,0.078100283,0.816581733,"1"
"136","3","0","0","1","0","0","0","0","0","0","0","0",0.00061746,6.906904714,1.34e-07,0.023,0.000189206,2.98e-06,3.39e-06,6.13e-07,2.2e-07,5.28e-07,5.52e-06,"1"
"137","3","0","0","1","0","0","0","0","0","0","0","0",65.41764426,6.83516129,0.014186963,2436.767,20.04565831,0.315935949,0.359241759,0.06491077,0.02327621,0.055913853,0.584610314,"1"
"138","3","0","0","1","0","0","0","0","0","0","0","0",32.02240811,7.3405,0.006944621,1192.815,9.812494146,0.154652923,0.175851429,0.03177429,0.011393872,0.027370234,0.28617096,"1"
"139","3","0","0","1","0","0","0","0","0","0","0","0",108.4465429,7.370322581,0.023518534,4039.567,33.23082585,0.523744959,0.59553546,0.107606269,0.038586294,0.092691569,0.969141708,"1"
"140","5","0","1","0","0","0","0","0","0","0","0","0",133.0145,6.689042903,0.006834588,1173.9156,9.657021376,0.152202545,0.173065174,0.031270846,0.011213344,0.02693657,0.281636762,"0"
"141","5","0","1","0","0","0","0","0","0","0","0","0",249.9924,6.475,0.023589888,4051.8227,33.33164533,0.525333957,0.597342263,0.107932737,0.038703362,0.092972787,0.972082001,"0"
"142","5","0","1","0","0","0","0","0","0","0","0","0",292.8407,6.594193548,0.029188631,5013.4684,41.24246369,0.650014916,0.739113427,0.133549123,0.047889085,0.115038629,1.202792608,"0"
"143","5","0","1","0","0","0","0","0","0","0","0","0",156.7273,6.737741935,0.025512024,4381.9708,36.04755375,0.568138892,0.646014534,0.116727245,0.041856965,0.100548338,1.051288583,"0"
"144","5","0","1","0","0","0","0","0","0","0","0","0",197.77,6.504583333,0.021053983,3616.2532,29.7485053,0.468860743,0.533128182,0.096330006,0.034542764,0.082978246,0.867583531,"0"
"145","5","0","1","0","0","0","0","0","0","0","0","0",141.1832,5.088,0.007596427,1304.7699,10.7334725,0.169168294,0.192356444,0.034756552,0.012463275,0.029939142,0.313030315,"0"
"146","5","0","1","0","0","0","0","0","0","0","0","0",252.8106,6.895806452,0.015178143,2607.013,21.44615871,0.338008979,0.384340372,0.069445795,0.024902414,0.059820304,0.625454419,"0"
