industry,time,staff,process_1,process_2,process_3,process_4,process_5,process_6,process_7,process_8,process_9,process_10,process_11,COD,pH,water,N,P,NH3N,Fe,Ni,HW17,HWsum
2631,202109,5,0,0,0,0,0,0,1,1,1,0,1,3572.850715,8.343273667,24374.878,768.730851,44.056135,449.454368,0,0,0,238.924
2631,202009,5,0,0,0,0,0,0,1,1,1,0,1,2027.98,8.605666667,9172.617,364.649,33.16,146.801,0,0,0,331.22
2631,202012,5,0,0,0,0,0,0,1,1,1,0,1,3865.184,8.489032258,21038.871,460.89,55.28,312.243,0,0,0,340.938
2631,202004,5,0,0,0,0,0,0,1,1,1,0,1,6068.504,8.307866667,26225.283,770.619,28.291,687.394,0,0,0,704.68
2631,202012,4,0,0,0,0,1,1,1,0,0,1,0,525.4,8.363870968,7746.56,152.2316635,3.55,6.08,0,0,0,219.409
2631,202111,4,0,0,0,0,1,1,1,0,0,1,0,413.67,7.22,9953.49,195.6011882,2.93,31.84,0,0,0,232.731
2631,202112,4,0,0,0,0,1,1,1,0,0,1,0,494.37,7.311290323,7833.26,153.9354501,2.26,43.27,0,0,0,294.67
2631,202107,4,0,0,0,0,1,1,1,0,0,1,0,590.24,8.233225806,7993.49,157.0842129,4.11,12.42,0,0,0,333.915
2631,202004,4,0,0,0,0,1,1,1,0,0,1,0,257.32,8.211333333,7085.05,139.2319878,3.521529416,11.07,0,0,0,373.817
2631,202002,4,0,0,0,0,1,1,1,0,1,0,0,1685.13,8.176795699,9116,179.1432384,2.947349223,5.861450791,0,0,0,14.821
2631,202010,4,0,0,0,0,1,1,1,0,1,0,0,530.268,8.355,4493.8,88.30999174,1.45291772,2.889445762,0,0,0,122.213
2631,202004,4,0,0,0,0,1,1,1,0,1,0,0,740.32,8.176795699,5428,106.6684399,1.754959585,3.490122301,0,0,0,145.54
2631,202001,4,0,0,0,0,1,1,1,0,1,0,0,1217.2,8.176795699,6548,128.6781401,2.117073575,4.210265443,0,0,0,216.59
2631,202205,4,0,0,0,0,1,1,1,0,1,0,0,590.23,8.346129032,3727,73.24120771,1.204998964,2.396404903,0,0,0,285.837
2631,202003,4,0,0,0,0,1,1,1,0,1,0,0,1130.72,8.176795699,8246,162.0464177,2.666064249,5.302053886,0,0,0,663.771
2631,202207,4,0,0,0,0,1,1,0,0,0,1,1,1142.588,8.33516129,6410.226,125.9706718,0.462,39.024,0,0,0,46.242
2631,202107,4,0,0,0,0,1,1,1,1,0,0,0,3253.945,7.431311475,18018.557,354.0919978,17.20188155,21.868,0,0,0,39.108
2631,202205,3,0,0,0,0,0,1,1,0,1,0,1,785.239,8.558709677,5198.724,102.1628184,4.96309635,76.946,0,0,0,33.824
2631,202211,3,0,0,0,0,0,1,1,0,1,0,1,192.838,8.570333333,2185.761,42.95352171,2.086693281,11.109,0,0,0,50.824
2631,202004,3,0,0,0,0,0,1,1,0,1,0,1,1715.472,8.36358423,8535.947,167.7443164,8.149062616,107.588,0,0,0,70.431
2631,202010,3,0,0,0,0,0,1,1,0,1,0,1,951.41,8.36358423,6223.893,122.3089455,5.941800456,21.019,0,0,0,103.085
2631,202007,3,0,0,0,0,0,1,1,0,1,0,1,1048.911,8.36358423,6121.596,120.2986542,5.844139978,118.784,0,0,0,108.797
2631,202209,3,0,0,0,0,0,1,1,0,1,0,1,171.562,8.639666667,2812.04,55.26085477,2.684586729,79.349,0,0,0,110.818
2631,202008,3,0,0,0,0,0,1,1,0,1,0,1,1031.19,8.36358423,6206.2,121.9612512,5.924909376,84.346,0,0,0,122.542
2631,202111,1,0,0,0,0,0,0,1,0,0,0,0,0.201,8.524,3.915,0.076935693,0.003737556,0.014414071,0,0,0,4.13
2631,202112,1,0,0,0,0,0,0,1,0,0,0,0,0.000575962,8.16637571,0.008,0.000157212,7.64E-06,2.95E-05,0,0,0,4.6
2631,202212,2,0,0,0,0,1,1,1,0,1,0,0,19.541423,7.688064516,183.66294,3.609255577,0.175338577,2.805091,0,0,0,0.979
2631,202210,2,0,0,0,0,1,1,1,0,1,0,0,22.353,7.390645161,250.7,4.926635571,0.23933724,4.007,0,0,0,3.153
2631,202206,2,0,0,0,0,1,1,1,0,1,0,0,41.899748,7.359666667,453.175475,8.905586019,0.43263569,6.157017,0,0,0,12.941
2631,202108,2,0,0,0,0,1,1,1,0,1,0,0,162.85006,7.69,2986.4335,58.68795178,2.851075996,48.088086,0,0,0,209.671
2631,202207,2,0,0,0,0,1,1,1,0,1,0,0,36.982787,7.299354839,660.418684,12.97822968,0.630485781,4.141488,0,0,0,275.032
2631,202208,2,0,0,0,0,1,1,1,0,1,0,0,44.226114,7.17483871,519.28848,10.20480693,0.495752181,3.887812,0,0,0,477.941
2631,202209,2,0,0,0,0,1,1,1,0,1,0,0,25.561,7.265,266.2,5.2312341,0.254134716,2.5159,0,0,0,629.502
2631,202002,5,0,0,0,0,1,1,0,1,0,0,0,923.1,7.670344828,7276.44,142.9930919,6.225497223,110.22,0,0,0,135.62
2631,202106,5,0,0,0,0,1,1,0,1,0,0,0,1439.93,7.627333333,12557.06,246.765291,10.74343253,241.86,0,0,0,443.82
2631,202112,5,0,0,0,0,1,1,0,1,0,0,0,2630.31,7.149032258,8333.46,163.7651395,1.21,110.69,0,0,0,503.44
2631,202011,5,0,0,0,0,1,1,0,1,0,0,0,1816.56,7.470833333,11562.99,227.2303065,9.89293695,137.49,0,0,0,900.63
2631,202109,5,0,0,0,0,1,1,0,1,0,0,0,611.23,7.27,5490.87,107.9039308,0.83,49.98,0,0,0,734.01
2631,202108,5,0,0,0,0,1,1,0,1,0,0,0,1183.24,7.17,9670.85,190.0468832,1.71,110.83,0,0,0,497.659
2631,202209,4,0,0,0,0,0,1,1,0,1,0,0,501.5667,7.091333333,1977.8865,38.86847222,9.2971,14.4061,0,0,0,487.511
2631,202205,4,0,0,0,0,0,1,1,0,1,0,0,277.12,7.01,2469.01,48.51979454,7.22,4.36,0,0,0,1189.582
2631,202009,4,0,0,0,0,0,1,1,0,1,0,0,324.96,7.558666667,1590.16,31.24905792,5.704804546,35.14,0,0,0,1425.98
2631,202211,4,0,0,0,0,0,1,1,0,1,0,0,541.6922,6.993333333,1908.9648,37.51405619,7.83,0.9903,0,0,0,456.009
2631,202210,3,0,0,0,0,1,1,1,0,0,1,1,296.0981,8.444193548,4377.7186,86.02881601,7.5592,7.612,0,0,0,84.199
2631,202110,3,0,0,0,0,1,1,1,0,0,1,1,1028.33,8.597419355,4017.89,78.95763779,15.91,6.29,0,0,0,110.142
2631,202111,3,0,0,0,0,1,1,1,0,0,1,1,1021.19,8.68,4156.21,81.67583577,14.16,13.9,0,0,0,155.046
2631,202010,3,0,0,0,0,1,1,1,0,0,1,1,1143.48,7.84,5314.24,104.4328832,6.14,2.31,0,0,0,2113.794
2631,202112,5,0,0,0,0,1,1,1,1,1,0,1,8726.09,7.419354839,38153.11,1219.6045,17.83676,255.7676,0,0,0,5449.7726
2631,202204,4,0,0,0,0,0,0,0,0,1,0,0,2.3441,7.496,35,0.687803131,0.00676,0.187597,0,0,0,1.035
2631,202205,4,0,0,0,0,0,0,0,0,1,0,0,13.91195,7.193548387,306,6.013364518,0.068619,0.727097,0,0,0,1309.145
2631,202112,4,0,0,0,0,0,0,0,0,1,0,0,12.97748,7.397096774,274,5.384515941,0.061458,0.390468,0,0,0,1455.841
2631,202009,4,0,0,0,0,0,0,0,0,1,0,0,17.297551,7.915769231,720,14.14909298,0.000489,1.329493,0,0,0,2303.035
2631,202201,4,0,0,0,0,0,0,0,0,1,0,0,10.57158,7.6112619,250,4.912879508,0.054368,1.133073,0,0,0,1182.364
2631,202202,3,0,0,0,0,0,0,1,0,0,0,0,454.892,7.544056055,1384.45,27.20654414,1.321701006,5.097205883,0,0,0,471.73
2631,202109,3,0,0,0,0,0,0,1,0,0,0,0,560.8134,7.544056055,1718.53,33.77172329,1.64063912,6.327206636,0,0,0,524.562
2631,202203,3,0,0,0,0,0,0,1,0,0,0,0,532.518,7.544056055,2046.06,40.20818499,1.953324108,7.533091892,0,0,0,1143.973
2631,202205,3,0,0,0,0,0,0,1,0,0,0,0,108.743601,7.544056055,1165.952528,22.91273713,1.113106742,4.292751696,0,0,0,1235.202
2631,202003,5,0,0,0,0,1,1,1,0,0,0,0,1730,8.328607527,9035,177.5514654,8.625496473,15.94,0,0,0,443.5
2631,202205,5,0,0,0,0,1,1,1,0,0,0,0,615.1,8.37483871,3281.56,64.48763552,3.132826143,12.11,0,0,0,484.2999
2631,202203,5,0,0,0,0,1,1,1,0,0,0,0,1624.7,8.240322581,7552.59,148.4198586,7.210275418,13.47,0,0,0,511.9216
2631,202001,5,0,0,0,0,1,1,1,0,0,0,0,1296.2,8.328607527,6292,123.6473515,6.006820565,47.23,0,0,0,558.9
2631,202210,5,0,0,0,0,1,1,1,0,0,0,0,724.1,8.263225806,5091.02,100.0462713,4.86027394,5.88,0,0,0,915.851
2631,202008,5,0,0,0,0,1,1,1,0,0,0,0,1829.6,8.087096774,10698,210.2319399,10.21312244,47.74,0,0,0,523.87
2631,202109,2,0,0,0,0,1,0,0,0,0,0,0,5.59,7.544056055,442.5,8.69579673,0.422444072,1.629176643,0,0,0,0.164
2631,202107,2,0,0,0,0,1,0,0,0,0,0,0,37.08,7.544056055,998.82,19.62832924,0.953549351,3.677410654,0,0,0,6.28
2631,202106,2,0,0,0,0,1,0,0,0,0,0,0,15.12,7.544056055,638.21,12.54179532,0.609283686,2.349732939,0,0,0,7.22
2631,202209,4,0,0,0,0,0,0,0,0,1,0,1,1409.766,7.809,15257,299.8232106,14.56548973,74.609,0,0,0,1403.898
2631,202010,3,0,0,0,0,1,1,1,0,1,0,0,675.7954,7.026774194,1581.5529,31.07991534,0.9787,15.37960725,0,0,0,2.12
2631,202011,3,0,0,0,0,1,1,1,0,1,0,0,925.5306,6.931333333,2112.6192,41.51617431,1.2838,20.54389301,0,0,0,2.7
2631,202012,3,0,0,0,0,1,1,1,0,1,0,0,661.8321,7.408064516,1792.4758,35.22487051,1.9016,17.4306998,0,0,0,3.76
2631,202204,3,0,0,0,0,1,1,1,0,1,0,0,352.4079,6.652666667,1911.7589,37.5689645,2.2096,18.59065292,0,0,0,197.613
2631,202209,3,0,0,0,0,1,1,1,0,1,0,0,203.7214,7.037666667,1497.3284,29.42477605,2.092,14.56057696,0,0,0,236.395
2631,202201,3,0,0,0,0,1,1,1,0,1,0,0,317.7439,7.005806452,1812.6995,35.62229691,3.8927,10.1846,0,0,0,285.3329
2631,202208,3,0,0,0,0,1,1,1,0,1,0,0,230.8502,6.954193548,1554.0747,30.53992699,2.9963,15.11239904,0,0,0,333.322
2631,202212,2,0,0,0,0,0,0,1,0,0,0,0,9.3317,7.544056055,494,9.707849908,0.471609879,1.818787032,0,0,0,1.981
2631,202110,2,0,0,0,0,0,0,1,0,0,0,0,18.2246,7.544056055,183,3.5962278,0.174705684,0.673761188,0,0,0,3.022
2631,202207,2,0,0,0,0,1,1,1,0,1,1,0,219.214,7.16,2444.474,48.03762489,2.333680339,2.751,0,0,0,33.749
2631,202110,2,0,0,0,0,1,1,1,0,1,1,0,273.299,6.996206897,2427.737,47.70871744,2.317701929,30.214,0,0,0,74.03
2631,202205,2,0,0,0,0,1,1,1,0,1,1,0,59.312,7.212903226,1525.497,29.97833181,1.456355173,5.382,0,0,0,88.143
2631,202005,4,0,0,0,0,1,1,1,0,1,0,0,136.66,7.269354839,6603,129.7589736,6.30372476,0.92,0,0,0,27.3
2631,202202,4,0,0,0,0,1,1,1,0,1,0,0,346.81018,7.585714286,6477.9,127.3005687,6.184294809,6.53592,0,0,0,36.974
2631,202206,4,0,0,0,0,1,1,1,0,1,0,0,131.2984,7.372,2527.47,49.66862228,2.412914618,4.474889,0,0,0,51.849
2631,202212,4,0,0,0,0,1,1,1,0,1,0,0,759.968,7.202258065,6804.2,133.712859,6.495805545,12.2377,0,0,0,77.578
2631,202112,4,0,0,0,0,1,1,1,0,1,0,0,382.766,8.130967742,7386.65,145.1588857,7.051856505,20.5974,0,0,0,78.82
2631,202205,4,0,0,0,0,1,1,1,0,1,0,0,486.471,7.31483871,6719.7,132.0523057,6.415135434,8.150166,0,0,0,79.45
2631,202204,4,0,0,0,0,1,1,1,0,1,0,0,210.942,7.535333333,5802.51,114.0281299,5.539516274,4.735026,0,0,0,80.704
2631,202006,4,0,0,0,0,1,1,1,0,1,0,0,149.76,7.212666667,7464.91,146.6968135,7.126569438,0.57,0,0,0,94.32
2631,202007,4,0,0,0,0,1,1,1,0,1,0,0,152.88,7.151935484,7077.39,139.0814572,6.756613446,19.97,0,0,0,629.74
2631,202107,2,0,0,0,0,0,0,0,0,1,0,0,45.51,7.544056055,649.03,12.75442475,0.619613279,2.389569529,0,0,0,0.383
2631,202002,2,0,0,0,0,0,0,0,0,1,0,0,28.79,7.544056055,123,2.417136718,0.117425132,0.45285588,0,0,0,138.442
2631,202011,2,0,0,0,0,0,0,0,0,1,0,0,99.17,7.544056055,987.18,19.39958557,0.942436924,3.634555025,0,0,0,140.062
2631,202204,2,0,0,0,0,0,0,0,0,1,0,0,136.67,7.544056055,682.13,13.40489,0.65121305,2.511435624,0,0,0,562.5557
2631,202004,2,0,0,0,0,0,0,0,0,1,0,0,67.8,7.544056055,276.72,5.43796807,0.264177906,1.018815278,0,0,0,1100.215
2631,202110,2,0,0,0,0,0,0,1,0,1,1,1,91.1,7.247096774,833.56,16.38071937,0.2,1.76,0,0,0,51.191
2631,202201,2,0,0,0,0,0,0,1,0,1,1,1,136.9,7.266774194,2228.35,43.79046021,7.42,22.37,0,0,0,78.968
2631,202109,2,0,0,0,0,0,0,1,0,1,1,1,30.2,7.395,363.55,7.144309381,0.15,0.48,0,0,0,118.5155
2631,202202,2,0,0,0,0,0,0,1,0,1,1,1,179,6.993928571,2252.06,44.2563977,7.89,19.46,0,0,0,130.607
2631,202206,2,0,0,0,0,0,0,1,0,1,1,1,324,7.455666667,3124.28,61.39684476,8.7,8.59,0,0,0,153.8665
2631,202010,2,0,0,0,0,0,0,1,0,1,1,1,52.09,7.561612903,758.42,14.90410431,2.32,1.65,0,0,0,229.1586
2631,202206,2,0,0,0,0,0,0,0,0,1,0,0,18.338,7.010333333,67.976,1.33583159,0.064895047,0.250270986,0,0,0,2.088
2631,202203,2,0,0,0,0,0,0,0,0,1,0,0,12.654,7.110967742,83.038,1.631822754,0.079274375,0.305725582,0,0,0,2.847
2631,202109,2,0,0,0,0,0,0,0,0,1,0,0,25.384,7.395185185,114.494,2.249980906,0.109304659,0.421538871,0,0,0,2.975
2631,202208,2,0,0,0,0,0,0,0,0,1,0,0,13.023,7.15,60.723,1.19329913,0.057970783,0.223567216,0,0,0,3.152
2631,202212,2,0,0,0,0,0,0,0,0,1,0,0,7.238,7.18483871,20.836,0.40945903,0.019891626,0.07671305,0,0,0,3.476
2631,202110,3,0,0,0,0,0,1,1,0,0,0,0,120.785,8.402258065,2361.238,69.356,0.746,57.31,0,0,0,24.68
2631,202111,3,0,0,0,0,0,1,1,0,0,0,0,367.577,7.983333333,2988.133,97.825,2.036,45.31,0,0,0,145.98
2631,202011,3,0,0,0,0,0,1,1,0,0,0,0,200.783,8.179666667,2397.307,20.294,2.725,5.684,0,0,0,157.011
2631,202112,3,0,0,0,0,0,1,1,0,0,0,0,210.772,8.076451613,2076.19,46.136,2.352,31.896,0,0,0,193.94
2631,202009,3,0,0,0,0,1,1,0,0,1,1,0,0.24,7.828666667,0.84,0.016507275,0.000801928,0.003507563,0,0,0,1.6705
2631,202011,3,0,0,0,0,1,1,0,0,1,1,0,222.762,6.985185185,2799.334,55.01116258,2.672456618,5.019,0,0,0,6.182
2631,202002,4,0,0,0,0,1,1,0,1,1,0,0,439.99,7.67137931,8380.69,164.6932807,32.78,11.79,0,0,0,32.646
2631,202001,4,0,0,0,0,1,1,0,1,1,0,0,562.42,7.455806452,10041.64,197.3334695,19.48,30.16,0,0,0,44.018
2631,202004,4,0,0,0,0,1,1,0,1,1,0,0,638.34,7.367333333,14353.28,282.0637408,18.2,205.04,0,0,0,344.28
2631,202206,4,0,0,0,0,1,1,0,1,1,0,0,1703.96,7.381333333,19590.52,384.9834571,82.57,178.07,0,0,0,602.954
2631,202208,4,0,0,0,0,1,1,0,1,1,0,0,2000.61,7.413225806,17390.33,341.7463836,80.38,138.21,0,0,0,754.276
2631,202111,4,0,0,0,0,1,1,0,1,1,0,0,1098.18,7.5332569,12655.45,248.6988039,28.77,131.18,0,0,0,1319.598
2631,202007,4,0,0,0,0,1,1,0,1,0,0,1,3808.03,7.799354839,48682,393.4128418,2.594900359,16.53,0,0,0,62.778
2631,202008,4,0,0,0,0,1,1,0,1,0,0,1,4490.93,7.484137931,52421,423.6287453,2.794200561,21.37,0,0,0,77.288
2631,202106,4,0,0,0,0,1,1,0,1,0,0,1,1523.01,7.665,12464,100.7250659,0.664369543,4.23804,0,0,0,84.576
2631,202011,4,0,0,0,0,1,1,0,1,0,0,1,6395.89,7.355,71123,574.7648319,3.791074694,20.54,0,0,0,110.097
2631,202107,4,0,0,0,0,1,1,0,1,0,0,1,1696.825,7.760967742,12892.52,104.1880558,0.687210977,3.96072,0,0,0,160.012
2631,202111,4,0,0,0,0,1,1,0,1,0,0,1,5977.6,6.961333333,41215,270.36,2.1222,61.0943,0,0,0,224.152
2631,202108,4,0,0,0,0,1,1,0,1,0,0,1,363.815,8.416129032,3030,24.48627646,0.161508321,1.64029,0,0,0,355.334
2631,202205,4,0,0,0,0,1,1,0,1,0,0,1,3936.13,7.430645161,24063,194.4598252,1.282631924,4.8371,0,0,0,370.689
2631,202203,4,0,0,0,0,1,1,1,1,0,1,1,276.321,7.183832871,1287.625,19.38570281,0.248,14.862,0,0,0,151.501
2631,202202,4,0,0,0,0,1,1,1,1,0,1,1,212.012,7.270062107,776.34,11.68810525,0.359,19.468,0,0,0,161.601
2631,202006,4,0,0,0,0,1,1,1,1,0,1,1,4046.71,7.486,15988.16,420.377,10.59,164.69,0,0,0,172.129
2631,202111,4,0,0,0,0,1,1,1,1,0,1,1,676.855,7.743333333,3242.679,48.81981276,0.443,74.336,0,0,0,225.142
2631,202108,4,0,0,0,0,1,1,1,1,0,1,1,1558.571787,7.919940871,6557.395,98.724171,2.245475,143.988053,0,0,0,250.073
2631,202110,4,0,0,0,0,1,1,1,1,0,1,1,778.307,7.815172414,3563.668,53.6524289,0.933,68.542,0,0,0,251.998
2631,202004,4,0,0,0,0,1,1,1,1,0,1,1,2421.238,7.9,9271.42,146.176,6.59,81.798,0,0,0,423.528
2631,202111,2,0,0,0,0,0,0,0,0,1,0,0,46.8218,7.171333333,269.4147,5.294407835,0.257203713,0.991918953,0,0,0,0.677
2631,202109,2,0,0,0,0,0,0,0,0,1,0,0,24.355,7.171333333,304.5815,5.98548884,0.290776608,1.121394499,0,0,0,0.771
2631,202106,2,0,0,0,0,0,0,0,0,1,0,0,74.0994,7.171333333,381.4391,7.495857352,0.364150704,1.404365361,0,0,0,3.212
2631,202210,2,0,0,0,0,0,0,0,0,1,0,0,60.5746,7.19,486.7583,9.56553951,0.464696403,1.792124866,0,0,0,6.903
2631,202209,5,0,0,0,0,1,1,0,0,0,0,0,33113.285,7.471666667,111424.65,2189.663519,130.001,116.243,0,0,0,607.52
2631,202112,5,0,0,0,0,1,1,0,0,0,0,0,21039.91,8.298709677,98117.174,1928.151414,219.718,45.266,0,0,0,869.894
2631,202203,5,0,0,0,0,1,1,0,0,0,0,0,32426.56,7.815951613,107783.375,2118.106938,94.917,784.11,0,0,0,1147.212
2631,202012,5,0,0,0,0,1,1,0,0,0,0,0,26432.51,8.036451613,95337.153,1873.519781,216.16,253.45,0,0,0,1166.92
