"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Zn","Ni","NH3N","HW17"
"108","2","1","0","1","0","0","0","0","0","0","1","0",5.554458746,7.485,0.00599047,185.236,1.008545815,0.006585735,0.004612595,0.004140503,0.012780584,0.004795412,0.052169144,5.98
"352","5","1","0","1","0","0","0","0","0","1","1","0",3656.51897,7.485,3.943546417,121941.485,663.9291196,4.335411744,3.036486926,2.725707372,8.413501329,3.156835893,34.34312406,30.981
"434","4","0","0","0","0","0","0","0","0","0","1","0",902.2592068,7.485,0.973084262,30089.5,163.8268982,1.069778441,0.74926407,0.672578097,2.076061713,0.77896061,8.474289381,27.35
"536","3","0","1","0","0","0","0","0","0","0","1","0",42.04016045,7.485,0.045340206,1402,7.633404052,0.049845606,0.034911455,0.031338324,0.096732698,0.036295145,0.39485381,30.93
"541","1","0","0","0","0","0","0","0","0","0","1","0",3.688259441,7.485,0.003977778,123,0.669692367,0.004373045,0.003062845,0.002749368,0.008486535,0.003184239,0.03464124,22.184
"354","5","1","0","1","0","0","0","0","0","1","1","0",2505.823734,7.485,2.70252453,83566.876,454.9926746,2.971071048,2.080913862,1.867935674,5.765798426,2.16338938,23.53544891,17.394
"315","2","0","1","0","0","0","0","0","0","0","1","0",2.433741471,7.485,0.002624784,81.163,0.441904403,0.002885606,0.002021055,0.001814203,0.00559994,0.002101158,0.022858431,2.505
"362","2","0","0","0","0","0","0","0","0","0","1","0",0.110500853,7.485,0.000119175,3.6851,0.020064092,0.000131017,9.18e-05,8.24e-05,0.000254258,9.54e-05,0.001037857,3.29
"526","2","0","0","1","0","0","0","0","0","0","0","0",72.93017287,7.374,0.078655006,2432.153,13.24223007,0.086470857,0.056,0.021,0.043,0.142,0.684982082,14.48
"507","3","0","1","0","0","0","0","0","0","1","1","0",2.015948636,7.485,0.002174195,67.23,0.366044047,0.002390243,0.001674106,0.001502764,0.004638616,0.001740458,0.018934395,0.966
"521","2","0","0","1","0","0","0","0","0","0","0","0",87.95056446,7.511428571,0.09485446,2933.069,15.96954407,0.104280031,0.118,0.026,0.308,0.315,0.826058109,10.82
"90","3","0","1","0","0","0","0","0","0","1","1","0",11.927,7.377222222,0.004915435,151.994,1.566,0.005403875,0.00378483,0.003397459,0.010487011,0.003934839,0.33,8.708
"432","4","0","0","0","0","0","0","0","0","0","1","0",878.9152233,7.485,0.947907835,29311,159.5882355,1.042100263,0.729878501,0.65517661,2.022348157,0.758806708,8.255035679,34.17
"443","1","0","0","0","0","0","0","0","0","0","1","0",22.89719438,7.485,0.024694566,763.6,4.157537328,0.027148434,0.019014541,0.017068434,0.052685512,0.019768169,0.215057325,5.381
"633","4","0","1","1","0","0","0","0","0","0","1","0",3.820032,6.640502964,0.008,402.638,1.093,0.005,0.010026162,0.009,0.027780499,0.010423541,0.21,11.468
"234","3","1","0","1","0","0","0","0","0","0","1","0",589.62,7.398064516,0.342066631,10577.31,57.58978674,0.376057369,0.263387505,1.34,0.729794391,0.273826679,2.978952319,15.86
"227","3","1","0","1","0","0","0","0","0","0","1","0",251.5322,7.354285714,0.135229814,4181.5469,22.7670735,0.148667433,0.104125454,0.4494,0.288510923,0.108252391,1.177674554,11.481
"657","2","0","1","1","0","0","0","0","0","0","1","0",0.36004009,7.485,0.000388302,12.007,0.065373953,0.000426887,0.000298988,0.000268387,0.000828438,0.000310839,0.003381605,32.34
"225","4","0","0","1","0","0","0","0","0","0","1","0",722.869,7.767419355,0.927895631,28692.187,156.2190132,1.020099472,0.714469327,0.64134454,1.9796524,0.742786803,8.0807556,7.101
"476","3","0","0","0","0","0","0","0","0","1","1","0",42.79,7.510689655,0.071296666,2204.62,12.00339175,0.078381327,0.054897641,0.049278955,0.152110443,0.057073469,0.620900575,11.94
"445","1","0","0","0","0","0","0","0","0","0","1","0",20.51770019,7.485,0.022128288,684.246096,3.725482826,0.024327148,0.017038536,0.015294669,0.047210393,0.017713846,0.192708401,3.523
"406","1","0","0","0","0","0","0","0","0","0","1","0",50.2211187,7.485,0.054163349,1674.8273,9.118854135,0.059545494,0.041705177,0.037436719,0.11555675,0.043358131,0.471691826,4
"72","1","0","1","1","0","0","0","0","0","0","1","0",11.20748098,7.485,0.01208724,373.759,2.034988206,0.013288334,0.00930704,0.00835448,0.025787958,0.009675918,0.105264026,3
"578","4","0","0","0","0","0","0","0","0","0","1","0",432.6384697,7.485,0.46659949,14428.088,78.55593823,0.512964904,0.359276423,0.322505059,0.995483511,0.373516085,4.063470411,7.694
"126","3","0","1","0","0","0","0","0","0","1","1","0",262.3499421,8.457096774,0.282943746,8749.125,47.63595308,0.311059516,0.217863541,0.195565558,0.603656539,0.226498405,2.464069429,28.6
"414","1","1","1","0","0","0","0","0","0","0","0","0",2.330200334,7.485,0.002513115,77.71,0.423104015,0.00276284,0.001935071,0.001737019,0.005361696,0.002011766,0.021885941,10.8
"375","2","0","0","0","0","0","0","0","0","0","1","0",9.013326441,7.485,0.00972085,300.586,1.636586584,0.010686798,0.007484946,0.006718874,0.020739297,0.007781607,0.084655868,6.439
"488","3","0","0","0","0","0","0","0","0","1","1","0",36.9291,7.105,0.171946167,5316.882,28.9485796,0.189032245,0.132396638,0.118846055,0.366844752,0.137644083,1.497425902,32.72
"256","3","0","0","0","0","0","0","0","0","0","1","0",257.3997102,7.286,0.277604933,8584.0394,46.73711921,0.305190192,0.213752714,0.191875468,0.592266257,0.222224649,2.417575365,14.419
"358","2","0","0","0","0","0","0","0","0","0","1","0",0.622146397,7.485,0.000670983,20.748,0.112965669,0.000737658,0.00051665,0.000463771,0.001431534,0.000537127,0.005843386,1.31
"504","1","0","0","1","0","0","0","0","0","0","1","0",0.002099009,7.485,2.26e-06,0.07,0.000381126,2.49e-06,1.74e-06,1.56e-06,4.83e-06,1.81e-06,1.97e-05,0.12
"650","2","0","1","1","0","0","0","0","0","0","1","0",15.02500941,7.485,0.016204434,501.07,2.728152474,0.017814649,0.012477235,0.01120021,0.034571935,0.012971761,0.1411194,24.74
"275","4","0","0","0","0","0","0","0","0","0","1","0",672.176,7.485,0.175225215,5418.276,29.50063479,0.192637128,0.134921469,0.121112473,0.373840554,0.140268984,1.525982112,20.51
"519","2","0","0","1","0","0","0","0","0","0","0","0",77.10111453,8.100967742,0.083153356,2571.25,13.99956503,0.091416202,0.03,0.02,0.08,0.05,0.724156818,8.25
"631","4","0","1","1","0","0","0","0","0","0","1","0",0.11413762,6.545,0.000416503,12.879,0.06,0.000240624,0.000320702,0.000291496,0.000888602,0.000333413,0.001082079,16.187
"59","2","0","0","0","0","0","0","0","0","1","1","0",4.206354942,7.485,0.004536543,140.278,0.763765088,0.004987334,0.003493088,0.003135576,0.009678652,0.003631534,0.039507349,4.32
"70","4","0","1","1","0","0","0","0","0","0","1","0",170.3496088,7.485,0.18372162,5681,30.9310759,0.20197781,0.141463606,0.126985034,0.391967517,0.147070414,1.599974675,31.036
"37","2","0","0","0","0","0","0","0","0","0","1","0",6.926731145,7.485,0.007470462,231,1.257714933,0.008212792,0.005752173,0.005163447,0.015938126,0.005980156,0.065057939,2
"319","4","1","1","0","0","0","0","0","0","1","1","1",435.85,7.327666667,0.42,13202.47,71.88287303,0.469390245,0.328757088,0.295109329,0.910920503,0.341787138,3.718292139,24.19
"143","3","0","1","0","0","0","0","0","0","0","1","0",6.75353,7.485,0.003556939,109.9869,0.598840548,0.003910388,0.002738804,0.002458491,0.00758868,0.002847354,0.030976281,8.18
"494","3","0","0","0","0","0","0","0","0","1","1","0",56.1366,7.470967742,0.206833936,6395.674,34.82222812,0.227386768,0.159259833,0.142959845,0.44127732,0.165571981,1.801252672,30.82
"623","1","0","1","0","0","0","0","0","0","0","0","0",1.179403417,7.485,0.001271984,39.332,0.214149107,0.001398379,0.000979413,0.000879172,0.002713759,0.001018232,0.011077311,7.016
"451","2","1","0","0","0","0","0","0","0","1","1","0",20.94449172,7.485,0.022588581,698.479194,3.802977111,0.02483318,0.017392956,0.015612815,0.048192423,0.018082314,0.196716955,6.95
"721","3","0","1","1","0","0","0","0","0","0","1","0",40.77775621,7.485,0.043978706,1359.9,7.404184144,0.048348816,0.033863115,0.03039728,0.093827957,0.035205255,0.38299693,34.3
"45","2","0","0","0","0","0","0","0","0","0","1","0",11.60452361,7.485,0.012515449,387,2.107080862,0.013759094,0.009636757,0.00865045,0.026701537,0.010018703,0.10899317,9.768
"169","3","0","1","1","0","0","0","0","0","0","1","0",3.696445577,7.591935484,0.003986607,123.273,0.671178757,0.004382751,0.003069643,0.00275547,0.008505371,0.003191306,0.034718127,4.96
"649","2","0","1","1","0","0","0","0","0","0","1","0",58.43894156,7.485,0.06302625,1948.884,10.61099788,0.06928909,0.048529512,0.043562595,0.134465626,0.050452944,0.548876086,25.48
"629","1","0","1","0","0","0","0","0","0","0","0","0",18.00461328,7.485,0.01941793,600.437,3.269171347,0.021347465,0.01495159,0.013421319,0.041427882,0.015544186,0.169104734,1.664
"513","2","0","0","1","0","0","0","0","0","0","0","0",54.05668963,7.775483871,0.058300002,1802.74,9.815294451,0.064093201,0.12,0.03,0.2,0.12,0.50771666,1.47
"612","4","0","0","0","0","0","0","0","0","0","1","0",3.707000596,7.485,0.003997991,123.625,0.673095275,0.004395266,0.003078408,0.002763338,0.008529657,0.003200419,0.034817263,15.3885
"249","3","1","0","1","0","0","0","0","0","0","1","0",131.3162,7.281,0.099489274,3076.3857,16.74985383,0.1093754,0.076605636,0.157,0.21225898,0.079641845,0.866421266,24.365
"636","4","0","1","1","0","0","0","0","0","0","1","0",0.204,7.156724138,0.000800924,24.766,0.04,0.000462715,0.000616703,0.000560539,0.00170876,0.000641145,0.003,28.939
"231","3","1","0","1","0","0","0","0","0","0","1","0",739.9235,7.74,0.435053434,13452.6277,73.244895,0.478284155,0.33498631,1.6915,0.928180439,0.348263251,3.788745578,17.706
"18","4","0","1","1","0","0","0","0","0","0","1","0",138.12,8.264193548,0.248273849,7677.07,41.79898519,0.272944515,0.191168106,0.171602357,0.529688798,0.198744915,1.4,27.66
"110","2","1","0","1","0","0","0","0","0","0","1","0",21.90592218,7.485,0.023625481,730.542,3.977547976,0.025973116,0.018191358,0.016329502,0.050404635,0.01891236,0.205746999,4.38
"640","4","0","1","1","0","0","0","0","0","0","1","0",34.995,6.887666667,0.063,1576.479,2.651,0.007,0.039256188,0.067,0.108771089,0.040812079,0.021,26.19
"24","4","0","1","1","0","0","0","0","0","0","1","0",150.643522,7.947096774,0.561157816,17352,94.47562561,0.616919374,0.432085284,0.38786205,1.197222381,0.449210672,1.487283,13.099
"556","2","0","0","0","0","0","0","0","0","0","1","0",21.51892481,7.485,0.023208106,717.636,3.90727928,0.025514266,0.017869984,0.016041019,0.04951417,0.018578247,0.202112203,11.4
"417","1","0","0","0","0","0","0","0","0","0","1","0",6.930299461,7.485,0.00747431,231.119,1.258362847,0.008217023,0.005755136,0.005166107,0.015946337,0.005983237,0.065091453,1.451
"498","3","0","0","0","0","0","0","0","0","1","1","0",164.95,7.268064516,0.187563572,5799.8,31.57790073,0.206201532,0.144421867,0.129640521,0.400164267,0.150145923,1.633433043,25.65
"159","1","0","0","0","0","0","0","0","0","0","1","0",1.99e-05,7.485,2.15e-08,0.000665,3.62e-06,2.36e-08,1.66e-08,1.49e-08,4.59e-08,1.72e-08,1.87e-07,0.809
"286","4","0","0","0","0","0","0","0","0","0","1","0",465.036,7.485,0.159276684,4925.119,26.81556586,0.175103811,0.122641277,0.11008914,0.339814586,0.127502076,1.387091299,16.882
"121","3","0","1","0","0","0","0","0","0","1","1","0",248.1735022,8.466774194,0.267654491,8276.354,45.06187886,0.294250987,0.206090985,0.184997904,0.571037128,0.214259252,2.330920049,20.9
"565","2","0","0","0","0","0","0","0","0","0","1","0",29.280456,7.485,0.031578897,976.4758,5.316572274,0.034716853,0.0243154,0.021826758,0.067373138,0.025279123,0.275010834,0.4
"183","5","0","0","1","0","0","0","0","0","1","1","0",98.50471376,7.485,0.106237083,3285.04,17.88590417,0.116793731,0.081801374,0.073429135,0.226655337,0.085043512,0.925185849,3.53
"185","5","0","0","1","0","0","0","0","0","1","1","0",83.9900635,7.485,0.09058307,2800.99,15.2504197,0.099584198,0.069747958,0.062609366,0.193257718,0.072512367,0.788859895,3.01
"533","3","0","1","0","0","0","0","0","0","0","1","0",40.18103781,7.485,0.043335147,1340,7.295835541,0.047641307,0.033367582,0.029952464,0.092454933,0.034690082,0.377392372,4.44
"644","4","0","1","1","0","0","0","0","0","0","1","0",0.575,7.552666667,0.003,130.923,0.282,0.01,0.003260137,0.003,0.009033192,0.00338935,0.011,12.378
"440","1","0","0","0","0","0","0","0","0","0","1","0",16.69047868,7.485,0.018000639,556.611841,3.030558547,0.01978934,0.013860292,0.012441713,0.038404112,0.014409635,0.156761987,2.625
"299","2","0","0","0","0","0","0","0","0","0","1","0",0.340702216,7.485,0.000367446,11.3621,0.061862696,0.000403959,0.00028293,0.000253972,0.000783942,0.000294143,0.003199978,31.591
"3","3","1","1","0","0","0","0","0","0","0","1","0",6.092856523,7.195215054,0.005109667,158,0.571724377,0.020321465,0.003934387,0.003531708,0.010901403,0.004090323,0.133363544,2.479
"207","4","0","0","1","0","0","0","0","0","0","1","0",556.743,8.171935484,0.70276883,21730.865,118.3170278,0.772602099,0.541124191,0.485741001,1.499347507,0.562571258,6.120196032,6.769
"114","3","0","1","0","0","0","0","0","0","1","1","0",1194.78094,8.466774194,1.288568208,39844.826,216.9412669,1.416611636,0.992183204,0.890634848,2.749142316,1.031507668,11.22174133,12
"64","4","0","1","1","0","0","0","0","0","0","1","0",172.3586607,7.485,0.185888378,5748,31.29586768,0.204359876,0.143131985,0.128482657,0.396590263,0.148804918,1.618844293,19.437
"400","1","0","0","0","0","0","0","0","0","0","1","0",15.68800553,7.485,0.016919474,523.1803,2.848535394,0.018600741,0.013027807,0.011694432,0.036097462,0.013544155,0.147346458,2
"296","2","0","0","0","0","0","0","0","0","0","1","0",0.009331596,7.485,1.01e-05,0.3112,0.001694376,1.11e-05,7.75e-06,6.96e-06,2.15e-05,8.06e-06,8.76e-05,26.629
"441","1","0","0","0","0","0","0","0","0","0","1","0",13.86561136,7.485,0.014954027,462.40516,2.517635822,0.01643999,0.011514434,0.010335951,0.031904207,0.011970801,0.130229985,4.528
"510","3","0","1","0","0","0","0","0","0","1","1","0",1.761368777,7.485,0.001899632,58.74,0.31981894,0.002088396,0.001462695,0.001312991,0.004052838,0.001520668,0.016543304,1.844
"560","2","0","0","0","0","0","0","0","0","0","1","0",6.953235637,7.485,0.007499047,231.8839,1.262527462,0.008244218,0.005774183,0.005183205,0.015999112,0.006003038,0.065306877,0.39
"277","4","0","0","0","0","0","0","0","0","0","1","0",609.008,7.485,0.145116504,4487.261,24.43158081,0.159536552,0.111738096,0.100301882,0.30960404,0.116166755,1.26377468,25.66
"250","3","1","0","1","0","0","0","0","0","0","1","0",92.7138,7.670322581,0.067418785,2084.709,11.35051792,0.074118106,0.051911715,0.0307,0.143837037,0.053969198,0.587129309,27.154
"107","2","1","0","1","0","0","0","0","0","0","1","0",9.663359678,7.485,0.010421909,322.264,1.75461578,0.011457521,0.008024754,0.007203433,0.022234997,0.008342809,0.090761176,9
"170","5","0","1","1","0","0","0","0","0","1","1","0",148.8683462,7.810645161,0.160554133,4964.62,27.03063511,0.176508199,0.123624899,0.110972089,0.342540006,0.128524682,1.398216207,25.08
"368","2","0","0","0","0","0","0","0","0","0","1","0",7.570257452,7.485,0.008164503,252.461,1.374562639,0.0089758,0.006286577,0.005643156,0.017418854,0.006535741,0.071102131,3.21
"577","4","0","0","0","0","0","0","0","0","0","1","0",5.817254727,7.485,0.006273894,194,1.056262757,0.006897324,0.004830829,0.004336401,0.013385266,0.005022295,0.054637403,5.37
"78","1","0","1","1","0","0","0","0","0","0","1","0",17.50543885,7.485,0.018879571,583.79,3.178534202,0.020755611,0.01453706,0.013049215,0.040279302,0.015113226,0.164416338,9.25
"523","2","0","0","1","0","0","0","0","0","0","0","0",34.79797818,7.370666667,0.037529531,1160.48,6.318411365,0.041258794,0.01,0.18,0.05,0.03,0.326833059,12.06
"427","4","0","0","0","0","0","0","0","0","0","1","0",427.904064,7.485,0.461493446,14270.2,77.69629279,0.507351478,0.355344826,0.318975854,0.984589836,0.369428661,4.019003451,15.62
"7","3","1","1","0","0","0","0","0","0","0","1","0",2.198055834,7.195215054,0.001843361,57,0.206254997,0.007331161,0.001419367,0.001274097,0.003932784,0.001475623,0.048112165,4.706
"165","3","0","1","1","0","0","0","0","0","0","1","0",1.049504719,7.950333333,0.001131888,35,0.190562869,0.001244362,0.000871541,0.00078234,0.002414868,0.000906084,0.009857263,7.47
"228","3","1","0","1","0","0","0","0","0","0","1","0",289.8412,7.31516129,0.198266147,6130.7427,33.37976902,0.217967609,0.15266273,0.572,0.422998062,0.158713408,1.726638454,9.805
"32","4","0","1","1","0","0","0","0","0","0","1","0",238.304525,7.963666667,0.642750784,19875,108.2124861,0.706620133,0.494910962,0.444257621,1.37129984,0.514526401,2.465675,22.6805
"543","1","0","0","0","0","0","0","0","0","0","1","0",13.4936321,7.485,0.014552848,450,2.450094025,0.015998946,0.011205531,0.010058663,0.031048298,0.011649654,0.126736244,26.8
"51","1","0","0","0","0","0","0","0","0","0","1","0",4.647806612,7.485,0.005012648,155,0.843921275,0.005510748,0.003859683,0.003464651,0.010694414,0.004012659,0.043653595,3.385
"682","2","0","0","0","0","0","0","0","0","0","1","0",1.986386786,6.593733333,0.002142313,66.24414,0.360676381,0.002355192,0.001649557,0.001480728,0.004570595,0.001714936,0.018656741,9.195
"431","4","0","0","0","0","0","0","0","0","0","1","0",621.5017016,7.485,0.670288006,20726.5,112.8486085,0.736893695,0.516114317,0.463290847,1.43005012,0.536570135,5.837330593,22.98
"187","3","1","0","0","0","0","0","0","0","1","1","0",370.6979606,7.431987634,0.399796808,12362.43,67.3091464,0.439524123,0.307839101,0.276332264,0.85296092,0.320040081,3.481706551,27.172
"423","1","0","0","0","0","0","0","0","0","0","1","0",2.422613423,7.485,0.002612782,80.79189,0.439883838,0.002872411,0.002011813,0.001805908,0.005574335,0.00209155,0.022753913,8.276
"132","1","0","0","0","0","0","0","0","0","0","1","0",8.63,7.375,0.001649323,51,0.277677323,0.001813214,0.00126996,0.001139982,0.003518807,0.001320294,0.014363441,0.492
"124","3","0","1","0","0","0","0","0","0","1","1","0",1659.719717,8.836666667,1.790003497,55350.099,301.3621041,1.967873929,1.378282805,1.237217776,3.818947518,1.432910048,15.58858593,23.55
"270","4","0","0","0","0","0","0","0","0","0","1","0",15.078,7.485,0.003491131,107.952,0.587761223,0.003838041,0.002688132,0.002413006,0.00744828,0.002794674,0.03040318,0.921
"357","2","0","0","0","0","0","0","0","0","0","1","0",1.381268153,7.485,0.001489694,46.064,0.250802514,0.001637723,0.001147048,0.001029649,0.003178242,0.00119251,0.012973285,0.65
"724","3","0","1","1","0","0","0","0","0","0","1","0",37.75128445,7.485,0.040714664,1258.97,6.854655277,0.04476043,0.031349839,0.028141234,0.086864169,0.032592367,0.354571399,30.44
"455","2","0","1","0","0","0","0","0","0","0","1","0",553.0240105,7.485,0.59643499,18442.8331,100.4148337,0.655701997,0.459248316,0.412244989,1.27248574,0.477450291,5.194167557,5.414
"456","2","0","1","0","0","0","0","0","0","0","1","0",110.2640928,7.485,0.118919544,3677.204283,20.02110276,0.130736432,0.091566728,0.08219502,0.25371319,0.095195909,1.035633467,34.574
"624","1","0","1","0","0","0","0","0","0","0","0","0",4.022391757,7.485,0.004338139,134.143,0.73036214,0.004769215,0.003340319,0.002998443,0.00925536,0.00347271,0.037779511,10.58
"386","2","0","1","1","0","0","0","0","0","1","0","0",85.13342393,7.485,0.091816181,2839.12,15.45802433,0.100939842,0.07069744,0.06346167,0.195888544,0.073499481,0.79959868,2.038
"125","3","0","1","0","0","0","0","0","0","1","1","0",360.8059289,8.64516129,0.389128277,12032.54,65.51300969,0.427795473,0.29962445,0.26895837,0.830199758,0.311499849,3.388797619,27.15
"408","1","0","0","0","0","0","0","0","0","0","1","0",56.61468946,7.485,0.061058799,1888.0469,10.27976095,0.067126136,0.047014597,0.042202728,0.130268096,0.048877986,0.531742162,16.1
"435","4","0","0","0","0","0","0","0","0","0","1","0",976.6810857,7.485,1.053348069,32571.4,177.3399834,1.158017963,0.81106631,0.728054977,2.247303427,0.843212337,9.173282014,27.9
"271","4","0","0","0","0","0","0","0","0","0","1","0",33.486,7.485,0.009412103,291.039,1.584606478,0.010347372,0.007247215,0.006505474,0.02008059,0.007534453,0.081967088,20.459
"544","1","0","0","0","0","0","0","0","0","0","1","0",0.419801888,7.485,0.000452755,14,0.076225147,0.000497745,0.000348617,0.000312936,0.000965947,0.000362434,0.003942905,33.249
"168","3","0","1","1","0","0","0","0","0","0","1","0",1.298687125,7.44483871,0.001400631,43.31,0.235807938,0.00153981,0.00107847,0.00096809,0.002988226,0.001121215,0.012197659,13.77
"163","1","0","0","0","0","0","0","0","0","0","1","0",3.39e-05,7.485,3.66e-08,0.001132,6.16e-06,4.02e-08,2.82e-08,2.53e-08,7.81e-08,2.93e-08,3.19e-07,2.022
"361","2","0","0","0","0","0","0","0","0","0","1","0",0.580834893,7.485,0.000626429,19.3703,0.10546457,0.000688676,0.000482343,0.000432976,0.001336477,0.000501461,0.005455376,3.78
"22","4","0","1","1","0","0","0","0","0","0","1","0",59.945047,7.939472071,0.068430725,2116,11.52088657,0.075230601,0.052690898,0.047298069,0.145995998,0.054779264,3.957209,20.543
"478","3","0","0","0","0","0","0","0","0","1","1","0",97.0731,7.135,0.137202601,4242.549,23.09920879,0.150836254,0.105644478,0.094831936,0.292719837,0.109831621,1.194854947,25.01
"626","1","0","1","0","0","0","0","0","0","0","0","0",9.364070918,7.485,0.010099127,312.283,1.700272694,0.011102664,0.007776215,0.006980332,0.021546346,0.00808442,0.087950166,4.004
"437","4","0","0","0","0","0","0","0","0","0","1","0",1100.999418,7.485,1.187425074,36717.3,199.9129719,1.305418034,0.914304114,0.820726558,2.533354849,0.950541897,10.34091711,28.49
"673","4","0","1","0","0","0","0","0","0","1","0","0",119.6735,7.513870968,0.125409652,3877.89,26.10771,1.235925,0.096564039,0.086680865,0.267559745,0.100391285,7.226893,33
"538","3","0","1","0","0","0","0","0","0","0","1","0",40.69079724,7.485,0.043884921,1357,7.388394649,0.048245712,0.033790902,0.030332457,0.093627868,0.03513018,0.382180185,5.49
"122","3","0","1","0","0","0","0","0","0","1","1","0",151.706117,8.007333333,0.163614662,5059.257,27.54590077,0.179872848,0.125981472,0.113087471,0.349069601,0.130974656,1.424869402,21.6
"156","3","0","1","0","0","0","0","0","0","0","1","0",9.30742,7.485,0.004930828,152.47,0.830146302,0.005420799,0.003796683,0.003408099,0.010519853,0.003947162,0.042941056,15.6
"133","1","0","0","0","0","0","0","0","0","0","1","0",1.739,7.847419355,0.00287823,89,0.484574152,0.003164236,0.002216205,0.00198938,0.006140663,0.002304043,0.025065613,0.584
"542","1","0","0","0","0","0","0","0","0","0","1","0",14.93295286,7.485,0.016105152,498,2.711437388,0.017705501,0.012400788,0.011131587,0.034360117,0.012892284,0.140254777,24.39
"188","3","1","0","0","0","0","0","0","0","1","1","0",301.5391979,7.608733333,0.325209259,10056.05,54.75170671,0.3575249,0.250407516,0.224778709,0.693829422,0.260332237,2.832146687,25.987
"14","4","0","1","1","0","0","0","0","0","0","1","0",551.91255,7.976129032,1.009509717,31215.84,169.9594291,1.109823448,0.777311266,0.697754708,2.153774914,0.808119436,6.085401,28.9665
"85","1","0","0","1","0","0","0","0","0","0","1","0",0.003928146,7.485,4.24e-06,0.131,0.00071325,4.66e-06,3.26e-06,2.93e-06,9.04e-06,3.39e-06,3.69e-05,0.65
"648","2","0","1","1","0","0","0","0","0","0","1","0",47.61126135,7.485,0.051348624,1587.791,8.644971649,0.056451074,0.03953787,0.035491233,0.109551575,0.041104925,0.447179262,15.58
"27","4","0","1","1","0","0","0","0","0","0","1","0",476.966353,7.952258065,0.64598475,19975,108.7569514,0.710175455,0.49740108,0.446492879,1.378199462,0.517115213,3.499957,34.901
"119","3","0","1","0","0","0","0","0","0","1","1","0",3.897650625,7.84516129,0.004203606,129.983,0.707712381,0.004621313,0.00323673,0.002905456,0.008968335,0.003365016,0.036607905,20.5
"144","3","0","1","0","0","0","0","0","0","0","1","0",7.556224,7.485,0.004418672,136.63321,0.74392047,0.00485775,0.003402328,0.003054105,0.009427175,0.003537177,0.038480844,10.688
"457","2","0","1","0","0","0","0","0","0","0","1","0",110.7743685,7.485,0.119469875,3694.2215,20.11375561,0.131341449,0.091990476,0.082575399,0.254887313,0.095636452,1.04042613,12.824
"281","4","0","0","0","0","0","0","0","0","0","1","0",682.572,7.485,0.168889002,5222.349,28.43388018,0.185671293,0.130042655,0.116732998,0.360322332,0.135196802,1.470801997,27.62
"245","3","1","0","1","0","0","0","0","0","0","1","0",303.0788,7.597777778,0.227243901,7026.7865,38.25841693,0.249824846,0.174975279,1.0208,0.484821696,0.181910298,1.978996734,21.994
"393","5","0","1","0","0","0","0","0","0","0","1","0",6.804328908,7.485,0.007338451,226.918,1.235489858,0.008067664,0.005650526,0.005072204,0.015656484,0.005874481,0.0639083,5.6
